    PID TTY      STAT   TIME COMMAND
      1 ?        Ss     0:10 /sbin/init
      2 ?        S      0:00 [kthreadd]
      3 ?        S      0:00 [pool_workqueue_release]
      4 ?        I<     0:00 [kworker/R-rcu_g]
      5 ?        I<     0:00 [kworker/R-rcu_p]
      6 ?        I<     0:00 [kworker/R-slub_]
      7 ?        I<     0:00 [kworker/R-netns]
      9 ?        I<     0:00 [kworker/0:0H-events_highpri]
     12 ?        I<     0:00 [kworker/R-mm_pe]
     13 ?        I      0:00 [rcu_tasks_rude_kthread]
     14 ?        I      0:00 [rcu_tasks_trace_kthread]
     15 ?        S      0:58 [ksoftirqd/0]
     16 ?        I      2:12 [rcu_sched]
     17 ?        S      0:01 [migration/0]
     18 ?        S      0:00 [idle_inject/0]
     19 ?        S      0:00 [cpuhp/0]
     20 ?        S      0:00 [cpuhp/2]
     21 ?        S      0:00 [idle_inject/2]
     22 ?        S      0:02 [migration/2]
     23 ?        S      0:27 [ksoftirqd/2]
     25 ?        I<     0:00 [kworker/2:0H-events_highpri]
     26 ?        S      0:00 [cpuhp/4]
     27 ?        S      0:00 [idle_inject/4]
     28 ?        S      0:02 [migration/4]
     29 ?        S      0:19 [ksoftirqd/4]
     31 ?        I<     0:00 [kworker/4:0H-events_highpri]
     32 ?        S      0:00 [cpuhp/6]
     33 ?        S      0:00 [idle_inject/6]
     34 ?        S      0:02 [migration/6]
     35 ?        S      0:15 [ksoftirqd/6]
     37 ?        I<     0:00 [kworker/6:0H-events_highpri]
     38 ?        S      0:00 [cpuhp/8]
     39 ?        S      0:00 [idle_inject/8]
     40 ?        S      0:02 [migration/8]
     41 ?        S      0:13 [ksoftirqd/8]
     43 ?        I<     0:00 [kworker/8:0H-events_highpri]
     44 ?        S      0:00 [cpuhp/10]
     45 ?        S      0:00 [idle_inject/10]
     46 ?        S      0:02 [migration/10]
     47 ?        S      0:13 [ksoftirqd/10]
     49 ?        I<     0:00 [kworker/10:0H-events_highpri]
     50 ?        S      0:00 [cpuhp/12]
     51 ?        S      0:00 [idle_inject/12]
     52 ?        S      0:02 [migration/12]
     53 ?        S      0:12 [ksoftirqd/12]
     55 ?        I<     0:00 [kworker/12:0H-events_highpri]
     56 ?        S      0:00 [cpuhp/14]
     57 ?        S      0:00 [idle_inject/14]
     58 ?        S      0:02 [migration/14]
     59 ?        S      0:12 [ksoftirqd/14]
     61 ?        I<     0:00 [kworker/14:0H-events_highpri]
     62 ?        S      0:00 [cpuhp/16]
     63 ?        S      0:00 [idle_inject/16]
     64 ?        S      0:02 [migration/16]
     65 ?        S      0:12 [ksoftirqd/16]
     67 ?        I<     0:00 [kworker/16:0H-events_highpri]
     68 ?        S      0:00 [cpuhp/18]
     69 ?        S      0:00 [idle_inject/18]
     70 ?        S      0:02 [migration/18]
     71 ?        S      0:12 [ksoftirqd/18]
     73 ?        I<     0:00 [kworker/18:0H-events_highpri]
     74 ?        S      0:00 [cpuhp/20]
     75 ?        S      0:00 [idle_inject/20]
     76 ?        S      0:02 [migration/20]
     77 ?        S      0:12 [ksoftirqd/20]
     79 ?        I<     0:00 [kworker/20:0H-events_highpri]
     80 ?        S      0:00 [cpuhp/22]
     81 ?        S      0:00 [idle_inject/22]
     82 ?        S      0:02 [migration/22]
     83 ?        S      0:12 [ksoftirqd/22]
     85 ?        I<     0:00 [kworker/22:0H-events_highpri]
     86 ?        S      0:00 [cpuhp/24]
     87 ?        S      0:00 [idle_inject/24]
     88 ?        S      0:02 [migration/24]
     89 ?        S      0:12 [ksoftirqd/24]
     91 ?        I<     0:00 [kworker/24:0H-events_highpri]
     92 ?        S      0:00 [cpuhp/26]
     93 ?        S      0:00 [idle_inject/26]
     94 ?        S      0:02 [migration/26]
     95 ?        S      0:12 [ksoftirqd/26]
     97 ?        I<     0:00 [kworker/26:0H-events_highpri]
     98 ?        S      0:00 [cpuhp/28]
     99 ?        S      0:00 [idle_inject/28]
    100 ?        S      0:02 [migration/28]
    101 ?        S      0:12 [ksoftirqd/28]
    103 ?        I<     0:00 [kworker/28:0H-events_highpri]
    104 ?        S      0:00 [cpuhp/30]
    105 ?        S      0:00 [idle_inject/30]
    106 ?        S      0:02 [migration/30]
    107 ?        S      0:12 [ksoftirqd/30]
    109 ?        I<     0:00 [kworker/30:0H-events_highpri]
    110 ?        S      0:00 [cpuhp/32]
    111 ?        S      0:00 [idle_inject/32]
    112 ?        S      0:02 [migration/32]
    113 ?        S      0:12 [ksoftirqd/32]
    115 ?        I<     0:00 [kworker/32:0H-events_highpri]
    116 ?        S      0:00 [cpuhp/34]
    117 ?        S      0:00 [idle_inject/34]
    118 ?        S      0:02 [migration/34]
    119 ?        S      0:12 [ksoftirqd/34]
    121 ?        I<     0:00 [kworker/34:0H-events_highpri]
    122 ?        S      0:00 [cpuhp/36]
    123 ?        S      0:00 [idle_inject/36]
    124 ?        S      0:02 [migration/36]
    125 ?        S      0:12 [ksoftirqd/36]
    127 ?        I<     0:00 [kworker/36:0H-events_highpri]
    128 ?        S      0:00 [cpuhp/38]
    129 ?        S      0:00 [idle_inject/38]
    130 ?        S      0:02 [migration/38]
    131 ?        S      0:12 [ksoftirqd/38]
    133 ?        I<     0:00 [kworker/38:0H-events_highpri]
    134 ?        S      0:00 [cpuhp/40]
    135 ?        S      0:00 [idle_inject/40]
    136 ?        S      0:02 [migration/40]
    137 ?        S      0:12 [ksoftirqd/40]
    139 ?        I<     0:00 [kworker/40:0H-events_highpri]
    140 ?        S      0:00 [cpuhp/42]
    141 ?        S      0:00 [idle_inject/42]
    142 ?        S      0:02 [migration/42]
    143 ?        S      0:12 [ksoftirqd/42]
    145 ?        I<     0:00 [kworker/42:0H-events_highpri]
    146 ?        S      0:00 [cpuhp/44]
    147 ?        S      0:00 [idle_inject/44]
    148 ?        S      0:02 [migration/44]
    149 ?        S      0:12 [ksoftirqd/44]
    151 ?        I<     0:00 [kworker/44:0H-events_highpri]
    152 ?        S      0:00 [cpuhp/46]
    153 ?        S      0:00 [idle_inject/46]
    154 ?        S      0:02 [migration/46]
    155 ?        S      0:12 [ksoftirqd/46]
    157 ?        I<     0:00 [kworker/46:0H-events_highpri]
    158 ?        S      0:00 [cpuhp/48]
    159 ?        S      0:00 [idle_inject/48]
    160 ?        S      0:02 [migration/48]
    161 ?        S      0:13 [ksoftirqd/48]
    163 ?        I<     0:00 [kworker/48:0H-events_highpri]
    164 ?        S      0:00 [cpuhp/50]
    165 ?        S      0:00 [idle_inject/50]
    166 ?        S      0:02 [migration/50]
    167 ?        S      0:13 [ksoftirqd/50]
    169 ?        I<     0:00 [kworker/50:0H-events_highpri]
    170 ?        S      0:00 [cpuhp/52]
    171 ?        S      0:00 [idle_inject/52]
    172 ?        S      0:02 [migration/52]
    173 ?        S      0:12 [ksoftirqd/52]
    175 ?        I<     0:00 [kworker/52:0H-kblockd]
    176 ?        S      0:00 [cpuhp/54]
    177 ?        S      0:00 [idle_inject/54]
    178 ?        S      0:02 [migration/54]
    179 ?        S      0:12 [ksoftirqd/54]
    181 ?        I<     0:00 [kworker/54:0H-events_highpri]
    182 ?        S      0:00 [cpuhp/56]
    183 ?        S      0:00 [idle_inject/56]
    184 ?        S      0:02 [migration/56]
    185 ?        S      0:13 [ksoftirqd/56]
    187 ?        I<     0:00 [kworker/56:0H-events_highpri]
